seed,latent_dim,fbank_size,ckpt_path,fpe,tpa,tpa_mean,tpa_std
1,2,16,results/tversky_sirl_gridrobot/tversky_sirl_dim2_fbank16_seed1.pth,0.178181239986494,"[0.5350000262260437, 0.5249999761581421, 0.5950000286102295, 0.6650000214576721, 0.625, 0.5950000286102295, 0.5099999904632568, 0.5299999713897705]",0.572500005364418,0.052081679200295154
2,2,16,results/tversky_sirl_gridrobot/tversky_sirl_dim2_fbank16_seed2.pth,0.17861433366650217,"[0.6100000143051147, 0.4950000047683716, 0.550000011920929, 0.6850000023841858, 0.6949999928474426, 0.6000000238418579, 0.5, 0.6349999904632568]",0.5962500050663948,0.07157818869546574
0,4,2,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank2_seed0.pth,0.17847641973466408,"[0.6549999713897705, 0.550000011920929, 0.6200000047683716, 0.75, 0.7549999952316284, 0.6150000095367432, 0.5049999952316284, 0.625]",0.6343749985098839,0.08129565746780344
1,4,2,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank2_seed1.pth,0.17939891778144124,"[0.7649999856948853, 0.7149999737739563, 0.6650000214576721, 0.824999988079071, 0.7950000166893005, 0.6850000023841858, 0.6200000047683716, 0.7400000095367432]",0.7262500002980232,0.06426264062964397
2,4,2,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank2_seed2.pth,0.17885492859262137,"[0.6050000190734863, 0.5799999833106995, 0.5799999833106995, 0.7350000143051147, 0.7250000238418579, 0.5899999737739563, 0.5600000023841858, 0.6349999904632568]",0.6262499988079071,0.06333197406881046
0,4,4,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank4_seed0.pth,0.17837517281970083,"[0.6499999761581421, 0.5699999928474426, 0.6349999904632568, 0.7250000238418579, 0.7149999737739563, 0.6200000047683716, 0.5600000023841858, 0.625]",0.6374999955296516,0.05573374201065377
1,4,4,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank4_seed1.pth,0.17738254665635664,"[0.7350000143051147, 0.7049999833106995, 0.6200000047683716, 0.7699999809265137, 0.75, 0.7300000190734863, 0.6800000071525574, 0.7099999785423279]",0.7124999985098839,0.04358898675183888
2,4,4,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank4_seed2.pth,0.1792054585070442,"[0.675000011920929, 0.6150000095367432, 0.6050000190734863, 0.7950000166893005, 0.7549999952316284, 0.5899999737739563, 0.6150000095367432, 0.6499999761581421]",0.6625000014901161,0.07026735037691048
0,4,8,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank8_seed0.pth,0.1788372924074826,"[0.7200000286102295, 0.6850000023841858, 0.7049999833106995, 0.7599999904632568, 0.7300000190734863, 0.6800000071525574, 0.7350000143051147, 0.675000011920929]",0.7112500071525574,0.02825663580856077
1,4,8,results/tversky_sirl_gridrobot/tversky_sirl_dim4_fbank8_seed1.pth,0.177989953414318,"[0.6050000190734863, 0.5400000214576721, 0.6050000190734863, 0.7400000095367432, 0.7049999833106995, 0.6100000143051147, 0.5400000214576721, 0.625]",0.6212500110268593,0.06613196176408838
